,commit_hash,file_path,filename,action,change,line
30,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-autoconfigure/src/main/java/com/alipay/sofa/boot/autoconfigure/startup/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,44
31,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-autoconfigure/src/main/java/com/alipay/sofa/boot/autoconfigure/startup/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,52
32,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/BeanInitCostTest.java,BeanInitCostTest.java,4,        @Bean,75
33,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,66
34,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,72
35,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,78
36,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,83
37,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,89
38,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,95
39,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,101
40,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,107
41,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,113
42,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,        @Bean,119
43,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,4,"        @Bean(destroyMethod = """")",126
44,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/WebServerCostTest.java,WebServerCostTest.java,4,        @Bean,50
45,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupHealthCheckAutoConfiguration.java,SofaStartupHealthCheckAutoConfiguration.java,1,    @Bean,39
46,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupHealthCheckAutoConfiguration.java,SofaStartupHealthCheckAutoConfiguration.java,1,    @Bean,45
47,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupHealthCheckAutoConfiguration.java,SofaStartupHealthCheckAutoConfiguration.java,1,    @Bean,50
48,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupHealthCheckAutoConfiguration.java,SofaStartupHealthCheckAutoConfiguration.java,1,    @Bean,55
49,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,54
50,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,62
51,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,70
52,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,76
53,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,82
54,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,88
55,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,94
56,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,    @Bean,101
57,359584460b36e65677ac947c1157a8bcb5f38da5,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/configuration/SofaStartupIsleAutoConfiguration.java,SofaStartupIsleAutoConfiguration.java,1,"    @Bean(destroyMethod = """")",107
58,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-actuator-autoconfigure/src/main/java/com/alipay/sofa/boot/actuator/autoconfigure/health/SofaBootHealthCheckAutoConfiguration.java,SofaBootHealthCheckAutoConfiguration.java,5,    @Bean,66
59,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerSuccessTest.java,ManualReadinessCheckListenerSuccessTest.java,1,        @Bean,59
60,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerSuccessTest.java,ManualReadinessCheckListenerSuccessTest.java,1,        @Bean,74
61,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerSuccessTest.java,ManualReadinessCheckListenerSuccessTest.java,1,        @Bean,79
62,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerSuccessTest.java,ManualReadinessCheckListenerSuccessTest.java,1,        @Bean,84
63,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerSuccessTest.java,ManualReadinessCheckListenerSuccessTest.java,1,        @Bean,89
64,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerSuccessTest.java,ManualReadinessCheckListenerSuccessTest.java,1,        @Bean,94
65,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerTest.java,ManualReadinessCheckListenerTest.java,1,        @Bean,58
66,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerTest.java,ManualReadinessCheckListenerTest.java,1,        @Bean,73
67,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerTest.java,ManualReadinessCheckListenerTest.java,1,        @Bean,78
68,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerTest.java,ManualReadinessCheckListenerTest.java,1,        @Bean,83
69,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerTest.java,ManualReadinessCheckListenerTest.java,1,        @Bean,88
70,0e6f10b9f5f1c4c8070814691b8ef9cbff8a550d,sofa-boot-project/sofa-boot-core/healthcheck-sofa-boot/src/test/java/com/alipay/sofa/healthcheck/test/ManualReadinessCheckListenerTest.java,ManualReadinessCheckListenerTest.java,1,        @Bean,93
71,7b55211be5f4da47b55535f7b3d2321c8370d4fd,sofa-boot-project/sofa-boot-core/isle-sofa-boot/src/test/java/com/alipay/sofa/isle/test/PostProcessorShareTest.java,PostProcessorShareTest.java,3,        @Bean,73
72,7b55211be5f4da47b55535f7b3d2321c8370d4fd,sofa-boot-project/sofa-boot-core/isle-sofa-boot/src/test/java/com/alipay/sofa/isle/test/PostProcessorShareTest.java,PostProcessorShareTest.java,3,        @Bean,80
73,72fc75133b4ce1e200d91582673597e6977e12e4,sofa-boot-project/sofa-boot-core/isle-sofa-boot/src/test/java/com/alipay/sofa/isle/test/FailModuleTest.java,FailModuleTest.java,5,"        @Bean(destroyMethod = """")",140
74,72fc75133b4ce1e200d91582673597e6977e12e4,sofa-boot-project/sofa-boot-core/isle-sofa-boot/src/test/java/com/alipay/sofa/isle/test/ModelCreatingStageTest.java,ModelCreatingStageTest.java,1,        @Bean,66
75,72fc75133b4ce1e200d91582673597e6977e12e4,sofa-boot-project/sofa-boot-core/isle-sofa-boot/src/test/java/com/alipay/sofa/isle/test/ModelCreatingStageTest.java,ModelCreatingStageTest.java,1,        @Bean,72
76,72fc75133b4ce1e200d91582673597e6977e12e4,sofa-boot-project/sofa-boot-core/isle-sofa-boot/src/test/java/com/alipay/sofa/isle/test/ModelCreatingStageTest.java,ModelCreatingStageTest.java,1,        @Bean,78
77,72fc75133b4ce1e200d91582673597e6977e12e4,sofa-boot-project/sofa-boot-core/startup-sofa-boot/src/test/java/com/alipay/sofa/startup/test/IsleStageCostTest.java,IsleStageCostTest.java,5,"        @Bean(destroyMethod = """")",126
78,72fc75133b4ce1e200d91582673597e6977e12e4,sofa-boot-project/sofa-boot-starters/isle-sofa-boot-starter/src/test/java/com/alipay/sofa/isle/IsleSpringComponentTest.java,IsleSpringComponentTest.java,1,        @Bean,66
