,commit_hash,file_path,filename,action,change,line
0,f0b4cd05d1e12b0349e38c3ff3633aac3b06d37b,shenyu-spring-boot-starter/shenyu-spring-boot-starter-client/shenyu-spring-boot-starter-client-common/src/main/java/org/apache/shenyu/springboot/starter/client/common/config/ShenyuClientCommonBeanConfiguration.java,ShenyuClientCommonBeanConfiguration.java,5,    @Bean,61
1,bd98cd1f35344dde8e01ba7f1375de2d4c7b5e7c,shenyu-register-center/shenyu-register-server/shenyu-register-server-consul/src/test/java/org/apache/shenyu/register/server/consul/ConsulServerRegisterRepositoryTest.java,ConsulServerRegisterRepositoryTest.java,1,    @Bean,52
2,bd98cd1f35344dde8e01ba7f1375de2d4c7b5e7c,shenyu-register-center/shenyu-register-server/shenyu-register-server-consul/src/test/java/org/apache/shenyu/register/server/consul/ConsulServerRegisterRepositoryTest.java,ConsulServerRegisterRepositoryTest.java,1,    @Bean,64
3,9a589fbcb7218b69198062c42e5293ea0acfd70f,shenyu-spring-boot-starter/shenyu-spring-boot-starter-plugin/shenyu-spring-boot-starter-plugin-cryptor/src/main/java/org/apache/shenyu/springboot/starter/plugin/cryptor/CryptorPluginConfiguration.java,CryptorPluginConfiguration.java,5,    @Bean,60
4,9a589fbcb7218b69198062c42e5293ea0acfd70f,shenyu-spring-boot-starter/shenyu-spring-boot-starter-plugin/shenyu-spring-boot-starter-plugin-cryptor/src/main/java/org/apache/shenyu/springboot/starter/plugin/cryptor/CryptorPluginConfiguration.java,CryptorPluginConfiguration.java,5,    @Bean,70
5,14e40273fb72f0d4f5af78be653414750e4f257b,shenyu-spring-boot-starter/shenyu-spring-boot-starter-plugin/shenyu-spring-boot-starter-plugin-uri/src/main/java/org/apache/shenyu/springboot/starter/plugin/uri/URIPluginConfiguration.java,URIPluginConfiguration.java,1,    @Bean,36
6,28d199f3005b7e98cabeb701b6bfa43585b4a02f,shenyu-admin/src/main/java/org/apache/shenyu/admin/config/ShenyuAdminConfiguration.java,ShenyuAdminConfiguration.java,1,    @Bean,41
7,28d199f3005b7e98cabeb701b6bfa43585b4a02f,shenyu-admin/src/main/java/org/apache/shenyu/admin/service/converter/DivideSelectorHandleConverter.java,DivideSelectorHandleConverter.java,1,@Component,32
8,28d199f3005b7e98cabeb701b6bfa43585b4a02f,shenyu-admin/src/main/java/org/apache/shenyu/admin/service/converter/DubboSelectorHandleConverter.java,DubboSelectorHandleConverter.java,1,@Component,32
9,28d199f3005b7e98cabeb701b6bfa43585b4a02f,shenyu-admin/src/main/java/org/apache/shenyu/admin/service/converter/GrpcSelectorHandleConverter.java,GrpcSelectorHandleConverter.java,1,@Component,32
10,28d199f3005b7e98cabeb701b6bfa43585b4a02f,shenyu-admin/src/main/java/org/apache/shenyu/admin/service/converter/SpringCloudSelectorHandleConverter.java,SpringCloudSelectorHandleConverter.java,1,@Component,33
11,28d199f3005b7e98cabeb701b6bfa43585b4a02f,shenyu-admin/src/main/java/org/apache/shenyu/admin/service/converter/TarsSelectorHandleConverter.java,TarsSelectorHandleConverter.java,1,@Component,32
12,28d199f3005b7e98cabeb701b6bfa43585b4a02f,shenyu-spring-boot-starter/shenyu-spring-boot-starter-client/shenyu-spring-boot-starter-client-grpc/src/main/java/org/apache/dromara/springboot/starter/client/grpc/ShenyuGrpcClientConfiguration.java,ShenyuGrpcClientConfiguration.java,5,    @Bean,58
13,28d199f3005b7e98cabeb701b6bfa43585b4a02f,shenyu-spring-boot-starter/shenyu-spring-boot-starter-client/shenyu-spring-boot-starter-client-tars/src/main/java/org/apache/shenyu/springboot/starter/client/tars/ShenyuTarsClientConfiguration.java,ShenyuTarsClientConfiguration.java,5,    @Bean,55
