,commit_hash,file_path,filename,action,change,line
0,5df6b7a75b97e58687027470e9048e6f6534bca5,documentation/src/main/asciidoc/chapter-10-advanced-mapping-options.asciidoc,chapter-10-advanced-mapping-options.asciidoc,5,"To allow mappings for abstract classes or interfaces you need to set the `subclassExhaustiveStrategy` to `RUNTIME_EXCEPTION`, you can do this at the `@MapperConfig`, `@Mapper` or `@BeanMapping` annotations. If you then pass a `GrapeDto` an `IllegalArgumentException` will be thrown because it is unknown how to map a `GrapeDto`.",141
1,5df6b7a75b97e58687027470e9048e6f6534bca5,processor/src/test/java/org/mapstruct/ap/test/subclassmapping/fixture/SubclassAbstractMapper.java,SubclassAbstractMapper.java,1,    @BeanMapping( subclassExhaustiveStrategy = RUNTIME_EXCEPTION ),17
2,f0a13bb306e4e86f13d328512bde3be07ed0b72b,documentation/src/main/asciidoc/chapter-2-set-up.asciidoc,chapter-2-set-up.asciidoc,5,"If a policy is given for a specific bean mapping via `@BeanMapping#ignoreUnmappedSourceProperties()`, it takes precedence over both `@Mapper#unmappedSourcePolicy()` and the option.",261
3,9ed4e389f8328b5f62655c82119f05cb59c4a439,processor/src/test/java/org/mapstruct/ap/test/ignorebydefaultsource/SourceTargetMapper.java,SourceTargetMapper.java,1,    @BeanMapping(ignoreByDefault = true),21
4,c1fa9bd0bd1e29b01c2c7f951543788b60a4f356,processor/src/test/java/org/mapstruct/ap/test/bugs/_2537/UnmappedSourcePolicyWithImplicitSourceMapper.java,UnmappedSourcePolicyWithImplicitSourceMapper.java,1,    @BeanMapping( ignoreByDefault = true ),18
5,5d8fcfa033f8f51614a7b07d791d1ba94b5df7f2,processor/src/test/java/org/mapstruct/ap/test/missingignoredsource/ErroneousSourceTargetMapper.java,ErroneousSourceTargetMapper.java,1,"    @BeanMapping(ignoreUnmappedSourceProperties = ""bar"")",19
6,cc1562c5adacd09afcfd547b3bc340be95c953bd,documentation/src/main/asciidoc/chapter-2-set-up.asciidoc,chapter-2-set-up.asciidoc,5,"If a policy is given for a specific bean mapping via `@BeanMapping#unmappedTargetPolicy()`, it takes precedence over both `@Mapper#unmappedTargetPolicy()` and the option.",248
7,cc1562c5adacd09afcfd547b3bc340be95c953bd,processor/src/test/java/org/mapstruct/ap/test/unmappedtarget/BeanMappingSourceTargetMapper.java,BeanMappingSourceTargetMapper.java,1,    @BeanMapping(unmappedTargetPolicy = ReportingPolicy.WARN),18
8,cc1562c5adacd09afcfd547b3bc340be95c953bd,processor/src/test/java/org/mapstruct/ap/test/unmappedtarget/ErroneousBeanMappingStrictSourceTargetMapper.java,ErroneousBeanMappingStrictSourceTargetMapper.java,1,    @BeanMapping(unmappedTargetPolicy = ReportingPolicy.ERROR),19
9,f84f756a4cc142c4cb4bdce540f009b79da03f23,documentation/src/main/asciidoc/chapter-10-advanced-mapping-options.asciidoc,chapter-10-advanced-mapping-options.asciidoc,5,"However, by specifying `nullValueMappingStrategy = NullValueMappingStrategy.RETURN_DEFAULT` on `@BeanMapping`, `@IterableMapping`, `@MapMapping`, or globally on `@Mapper` or `@MappingConfig`, the mapping result can be altered to return empty *default* values. This means for:",164
10,f84f756a4cc142c4cb4bdce540f009b79da03f23,documentation/src/main/asciidoc/chapter-10-advanced-mapping-options.asciidoc,chapter-10-advanced-mapping-options.asciidoc,5,"1. By specifying `nullValuePropertyMappingStrategy = NullValuePropertyMappingStrategy.SET_TO_DEFAULT` on `@Mapping`, `@BeanMapping`, `@Mapper` or `@MappingConfig`, the mapping result can be altered to return *default* values.",182
