,commit_hash,file_path,filename,line,accessed_class
0,4ddbc427df79e0bee0ddd596e8e8325e288046ff,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
1,c1c4ef564d2fbafb65628d9d4e8f00e6ff11a41f,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
2,ec5397f48fda6fe4acaeb77ce16b185933d55f75,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
3,bb0aa5d2beca0333297af541293288df929d38bc,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
4,f0825c6f3811b2914790f473b14d2ec0fe151e3d,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
5,6d28577f07857486e871d467f15f1d9b1d413f15,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
6,8f966cd08805a105deca81c0e50ba6a3a5f752d1,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
7,999b3c026ceebe2adcb249a7804ce4daa8c219fd,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
8,f8139eb489f5281a5078e84af50713b4cb03bb4d,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
9,8f71197851615a0ba26f7b2ba8bfe14d37a839b8,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
10,d30d5e3cd8702e9db74e0594b9d6a5bb93e54834,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
11,db558013ca00b7431fa9285911ae4ee2754d5bf1,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
12,1f5a21aecee790e232137359e39dc661c62bf982,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
13,c27cb8fe75862d459b3bb6f2e09c7580d0b6f8dc,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
14,d706d660872ffe94047b48b87f2975d3c5e2afda,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
15,5f73758477bc850f6dc5c511507537ae3811fe67,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
16,83ca06b1d5fbc36d12ad0418a7c34430427df279,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
17,438b1bc6bf8c7bc14279626ff31d628536d0f330,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
18,5cf6f7cb50bdaa8bb63946e0d384b8502d0aedc3,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
19,7fd63295296edaec5fd62e5c4372fc23baa54a38,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
20,8d5d48d739944407a84ba1d74c4adcb5c12ea546,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
21,599590afc5f057ddf7220b25a71a7b026644c9e3,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
22,459a839cb84e56140fb081221eddb744e099cea4,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
23,07489de26b6d65b7c07bd8bc0af73925e31c1dc8,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
24,c8e963b340a261184379e5f8b863881473381fc1,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
25,da55e837ec6e975e1168e2acdf32cc6ab5b758c1,graylog2-server/src/main/java/org/graylog2/shared/system/stats/jvm/JvmStats.java,JvmStats.java,46,sun.misc.VM
