,commit_hash,file_path,filename,action,reflective_reference_filepath,reflective_reference_line
0,b6e54419d8bd5ecdd4193a3dbc90edb2eedaf1dd,src/main/java/com/puppycrawl/tools/checkstyle/api/TokenTypes.java,TokenTypes.java,5,src/test/java/com/puppycrawl/tools/checkstyle/internal/CliOptionsXdocsSyncTest.java,93
1,b6e54419d8bd5ecdd4193a3dbc90edb2eedaf1dd,src/main/java/com/puppycrawl/tools/checkstyle/api/TokenTypes.java,TokenTypes.java,5,src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java,457
2,7ee08c1d0878b24f13825d5b6125da2d237ebe3a,src/main/java/com/puppycrawl/tools/checkstyle/checks/whitespace/NoWhitespaceBeforeCheck.java,NoWhitespaceBeforeCheck.java,5,src/test/java/com/puppycrawl/tools/checkstyle/internal/CliOptionsXdocsSyncTest.java,93
3,7ee08c1d0878b24f13825d5b6125da2d237ebe3a,src/main/java/com/puppycrawl/tools/checkstyle/checks/whitespace/NoWhitespaceBeforeCheck.java,NoWhitespaceBeforeCheck.java,5,src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java,457
4,7ee08c1d0878b24f13825d5b6125da2d237ebe3a,src/test/java/com/puppycrawl/tools/checkstyle/checks/whitespace/NoWhitespaceBeforeCheckTest.java,NoWhitespaceBeforeCheckTest.java,5,src/test/java/com/puppycrawl/tools/checkstyle/internal/CliOptionsXdocsSyncTest.java,93
5,7ee08c1d0878b24f13825d5b6125da2d237ebe3a,src/test/java/com/puppycrawl/tools/checkstyle/checks/whitespace/NoWhitespaceBeforeCheckTest.java,NoWhitespaceBeforeCheckTest.java,5,src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java,457
6,7ee08c1d0878b24f13825d5b6125da2d237ebe3a,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/nowhitespacebefore/InputNoWhitespaceBeforeWithEmoji.java,InputNoWhitespaceBeforeWithEmoji.java,1,src/test/java/com/puppycrawl/tools/checkstyle/internal/CliOptionsXdocsSyncTest.java,93
7,7ee08c1d0878b24f13825d5b6125da2d237ebe3a,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/nowhitespacebefore/InputNoWhitespaceBeforeWithEmoji.java,InputNoWhitespaceBeforeWithEmoji.java,1,src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java,457
8,d1419f300cdb2e671b894ca16fdba5790a8e2d1e,src/main/java/com/puppycrawl/tools/checkstyle/utils/CheckUtil.java,CheckUtil.java,5,src/test/java/com/puppycrawl/tools/checkstyle/internal/CliOptionsXdocsSyncTest.java,93
9,d1419f300cdb2e671b894ca16fdba5790a8e2d1e,src/main/java/com/puppycrawl/tools/checkstyle/utils/CheckUtil.java,CheckUtil.java,5,src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java,457
10,d1419f300cdb2e671b894ca16fdba5790a8e2d1e,src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheckTest.java,JavadocMethodCheckTest.java,5,src/test/java/com/puppycrawl/tools/checkstyle/internal/CliOptionsXdocsSyncTest.java,93
11,d1419f300cdb2e671b894ca16fdba5790a8e2d1e,src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheckTest.java,JavadocMethodCheckTest.java,5,src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheckTest.java,434
12,d1419f300cdb2e671b894ca16fdba5790a8e2d1e,src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheckTest.java,JavadocMethodCheckTest.java,5,src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java,457
13,d1419f300cdb2e671b894ca16fdba5790a8e2d1e,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodDefaultAccessModifier.java,InputJavadocMethodDefaultAccessModifier.java,1,src/test/java/com/puppycrawl/tools/checkstyle/internal/CliOptionsXdocsSyncTest.java,93
