,commit_hash,file_path,filename,line,accessed_class
0,cd09f93b0d713ea3e199cf96f24855d4e67c1cff,zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/remote/ExecRemoteInterpreterProcess.java,ExecRemoteInterpreterProcess.java,112,org.apache.hadoop.yarn.conf.YarnConfiguration
1,cd09f93b0d713ea3e199cf96f24855d4e67c1cff,zeppelin-server/src/main/java/org/apache/zeppelin/realm/kerberos/KerberosUtil.java,KerberosUtil.java,89,com.ibm.security.jgss.GSSUtil
2,cd09f93b0d713ea3e199cf96f24855d4e67c1cff,zeppelin-server/src/main/java/org/apache/zeppelin/realm/kerberos/KerberosUtil.java,KerberosUtil.java,91,sun.security.jgss.GSSUtil
3,cd09f93b0d713ea3e199cf96f24855d4e67c1cff,spark/interpreter/src/main/java/org/apache/zeppelin/spark/Utils.java,Utils.java,98,org.apache.spark.repl.SparkIMain
4,cd09f93b0d713ea3e199cf96f24855d4e67c1cff,jdbc/src/main/java/org/apache/zeppelin/jdbc/hive/HiveUtils.java,HiveUtils.java,192,org.apache.hadoop.conf.Configuration
5,2c98720e1bfa304bca4138187b885cfccb64718f,zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/remote/ExecRemoteInterpreterProcess.java,ExecRemoteInterpreterProcess.java,112,org.apache.hadoop.yarn.conf.YarnConfiguration
6,2c98720e1bfa304bca4138187b885cfccb64718f,zeppelin-server/src/main/java/org/apache/zeppelin/realm/kerberos/KerberosUtil.java,KerberosUtil.java,89,com.ibm.security.jgss.GSSUtil
7,2c98720e1bfa304bca4138187b885cfccb64718f,zeppelin-server/src/main/java/org/apache/zeppelin/realm/kerberos/KerberosUtil.java,KerberosUtil.java,91,sun.security.jgss.GSSUtil
8,2c98720e1bfa304bca4138187b885cfccb64718f,spark/interpreter/src/main/java/org/apache/zeppelin/spark/Utils.java,Utils.java,98,org.apache.spark.repl.SparkIMain
9,2c98720e1bfa304bca4138187b885cfccb64718f,jdbc/src/main/java/org/apache/zeppelin/jdbc/hive/HiveUtils.java,HiveUtils.java,192,org.apache.hadoop.conf.Configuration
10,2f55fe8ed277b28d71f858633f9c9d76fd18f0c3,zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/remote/ExecRemoteInterpreterProcess.java,ExecRemoteInterpreterProcess.java,112,org.apache.hadoop.yarn.conf.YarnConfiguration
11,2f55fe8ed277b28d71f858633f9c9d76fd18f0c3,zeppelin-server/src/main/java/org/apache/zeppelin/realm/kerberos/KerberosUtil.java,KerberosUtil.java,89,com.ibm.security.jgss.GSSUtil
12,2f55fe8ed277b28d71f858633f9c9d76fd18f0c3,zeppelin-server/src/main/java/org/apache/zeppelin/realm/kerberos/KerberosUtil.java,KerberosUtil.java,91,sun.security.jgss.GSSUtil
13,2f55fe8ed277b28d71f858633f9c9d76fd18f0c3,spark/interpreter/src/main/java/org/apache/zeppelin/spark/Utils.java,Utils.java,98,org.apache.spark.repl.SparkIMain
14,2f55fe8ed277b28d71f858633f9c9d76fd18f0c3,jdbc/src/main/java/org/apache/zeppelin/jdbc/hive/HiveUtils.java,HiveUtils.java,192,org.apache.hadoop.conf.Configuration
15,caf94a41caec6fc9ca29d0212f21f0c59639f8f2,zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/remote/ExecRemoteInterpreterProcess.java,ExecRemoteInterpreterProcess.java,112,org.apache.hadoop.yarn.conf.YarnConfiguration
16,caf94a41caec6fc9ca29d0212f21f0c59639f8f2,zeppelin-server/src/main/java/org/apache/zeppelin/realm/kerberos/KerberosUtil.java,KerberosUtil.java,89,com.ibm.security.jgss.GSSUtil
17,caf94a41caec6fc9ca29d0212f21f0c59639f8f2,zeppelin-server/src/main/java/org/apache/zeppelin/realm/kerberos/KerberosUtil.java,KerberosUtil.java,91,sun.security.jgss.GSSUtil
18,caf94a41caec6fc9ca29d0212f21f0c59639f8f2,spark/interpreter/src/main/java/org/apache/zeppelin/spark/Utils.java,Utils.java,98,org.apache.spark.repl.SparkIMain
