,commit_hash,file_path,filename,line,problematic_tool
0,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/x509/AbstractX509AuthenticationTest.java,AbstractX509AuthenticationTest.java,504,clover
1,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/x509/AbstractX509AuthenticationTest.java,AbstractX509AuthenticationTest.java,505,clover
2,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/cluster/RoleInvalidationClusterTest.java,RoleInvalidationClusterTest.java,191,clover
3,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/cluster/AbstractInvalidationClusterTest.java,AbstractInvalidationClusterTest.java,168,clover
4,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,testsuite/integration-arquillian/tests/base/src/main/java/org/keycloak/testsuite/util/DroneUtils.java,DroneUtils.java,71,clover
5,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,testsuite/integration-arquillian/tests/base/src/main/java/org/keycloak/testsuite/util/DroneUtils.java,DroneUtils.java,72,clover
6,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,testsuite/integration-arquillian/tests/base/src/main/java/org/keycloak/testsuite/arquillian/containers/SecurityActions.java,SecurityActions.java,218,clover
7,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,integration/client-cli/client-registration-cli/src/main/java/org/keycloak/client/registration/cli/util/ReflectionUtil.java,ReflectionUtil.java,48,clover
8,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,federation/sssd/src/main/java/org/freedesktop/dbus/Marshalling.java,Marshalling.java,222,clover
9,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,federation/sssd/src/main/java/org/freedesktop/dbus/Marshalling.java,Marshalling.java,443,clover
10,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,federation/sssd/src/main/java/org/freedesktop/dbus/ExportedObject.java,ExportedObject.java,111,clover
11,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,federation/sssd/src/main/java/org/freedesktop/dbus/Container.java,Container.java,39,clover
12,2f8c5dd05e740c4483f416a32f4bdc9d16b43229,common/src/main/java/org/keycloak/common/util/reflections/Reflections.java,Reflections.java,90,clover
13,37b36decbba2401725d3130631a648df027592d3,testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/x509/AbstractX509AuthenticationTest.java,AbstractX509AuthenticationTest.java,504,clover
14,37b36decbba2401725d3130631a648df027592d3,testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/x509/AbstractX509AuthenticationTest.java,AbstractX509AuthenticationTest.java,505,clover
15,37b36decbba2401725d3130631a648df027592d3,testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/cluster/RoleInvalidationClusterTest.java,RoleInvalidationClusterTest.java,191,clover
16,37b36decbba2401725d3130631a648df027592d3,testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/cluster/AbstractInvalidationClusterTest.java,AbstractInvalidationClusterTest.java,168,clover
17,37b36decbba2401725d3130631a648df027592d3,testsuite/integration-arquillian/tests/base/src/main/java/org/keycloak/testsuite/util/DroneUtils.java,DroneUtils.java,71,clover
18,37b36decbba2401725d3130631a648df027592d3,testsuite/integration-arquillian/tests/base/src/main/java/org/keycloak/testsuite/util/DroneUtils.java,DroneUtils.java,72,clover
19,37b36decbba2401725d3130631a648df027592d3,testsuite/integration-arquillian/tests/base/src/main/java/org/keycloak/testsuite/arquillian/containers/SecurityActions.java,SecurityActions.java,218,clover
20,37b36decbba2401725d3130631a648df027592d3,integration/client-cli/client-registration-cli/src/main/java/org/keycloak/client/registration/cli/util/ReflectionUtil.java,ReflectionUtil.java,48,clover
21,37b36decbba2401725d3130631a648df027592d3,federation/sssd/src/main/java/org/freedesktop/dbus/Marshalling.java,Marshalling.java,222,clover
22,37b36decbba2401725d3130631a648df027592d3,federation/sssd/src/main/java/org/freedesktop/dbus/Marshalling.java,Marshalling.java,443,clover
