date, value
2020-05-12 06:55, 10327
2020-05-12 06:54, 10327
2020-05-12 01:38, 10325
2020-05-08 22:07, 10318
2020-05-08 12:48, 9467
2020-05-07 14:44, 10292
2020-05-06 23:37, 10291
2020-05-06 14:09, 9464
2020-05-06 13:21, 8639
2020-05-06 01:37, 10258
2020-05-05 17:27, 10254
2020-05-04 13:02, 9461
2020-05-01 01:17, 10242
2020-04-30 18:46, 10237
2020-04-30 10:43, 10234
2020-04-29 19:28, 10229
2020-04-29 13:22, 10229
2020-04-29 12:34, 10228
2020-04-29 12:34, 10228
2020-04-29 12:34, 10228
2020-04-29 12:24, 9459
2020-04-29 10:46, 10216
2020-04-28 13:43, 10199
2020-04-28 10:01, 10199
2020-04-28 08:02, 9458
2020-04-28 07:28, 9458
2020-04-28 07:28, 9458
2020-04-27 12:38, 10198
2020-04-27 08:32, 10198
2020-04-27 07:38, 8637
2020-04-27 07:38, 8637
2020-04-27 07:38, 8637
2020-04-25 20:03, 9457
2020-04-25 07:14, 9457
2020-04-25 06:59, 10194
2020-04-24 16:45, 9457
2020-04-23 21:57, 10194
2020-04-23 13:20, 10190
2020-04-23 07:01, 10189
2020-04-22 19:57, 8636
2020-04-22 00:22, 10179
2020-04-21 17:06, 10175
2020-04-21 12:27, 9449
2020-04-20 22:39, 9448
2020-04-20 12:39, 10138
2020-04-20 00:46, 8634
2020-04-18 00:34, 10140
2020-04-16 21:50, 10138
2020-04-16 09:47, 10114
2020-04-15 07:51, 10114
2020-04-15 06:49, 10114
2020-04-14 23:40, 10114
2020-04-14 12:29, 9421
2020-04-14 08:32, 8632
2020-04-13 11:53, 10079
2020-04-11 08:02, 10078
2020-04-10 12:06, 10074
2020-04-09 12:05, 10065
2020-04-08 15:51, 10065
2020-04-07 19:09, 10067
2020-04-07 13:04, 9421
2020-04-07 02:18, 10067
2020-04-07 02:09, 9421
2020-04-06 16:06, 10057
2020-04-05 13:32, 10050
2020-04-03 19:26, 8632
2020-04-03 08:34, 10048
2020-04-03 05:08, 10060
2020-04-02 13:14, 10055
2020-04-02 01:31, 8632
2020-04-01 13:35, 10054
2020-04-01 08:41, 10049
2020-04-01 08:41, 10049
2020-04-01 08:40, 10049
2020-03-31 18:57, 10049
2020-03-31 15:22, 10047
2020-03-31 11:24, 10048
2020-03-31 10:31, 9421
2020-03-29 16:37, 8632
2020-03-27 11:20, 10017
2020-03-26 23:20, 9421
2020-03-25 17:46, 10012
2020-03-25 10:25, 8632
2020-03-24 17:28, 10009
2020-03-24 11:04, 9418
2020-03-24 11:04, 9418
2020-03-24 09:59, 9418
2020-03-24 09:59, 9418
2020-03-23 20:01, 10008
2020-03-23 13:38, 10008
2020-03-23 10:52, 10006
2020-03-22 18:55, 9415
2020-03-20 11:15, 10001
2020-03-19 22:21, 10001
2020-03-19 13:53, 9999
2020-03-19 10:00, 9411
2020-03-18 21:21, 9966
2020-03-18 10:57, 9411
2020-03-17 16:00, 9965
2020-03-16 20:29, 9968
2020-03-12 14:09, 9956
2020-03-11 14:02, 9409
2020-03-10 21:27, 9910
2020-03-10 20:09, 9910
2020-03-10 20:07, 9910
2020-03-10 15:38, 9910
2020-03-10 15:38, 9910
2020-03-10 15:38, 9910
2020-03-09 22:56, 8621
2020-03-08 16:22, 9404
2020-03-07 15:55, 9892
2020-03-05 09:31, 9892
2020-03-04 14:52, 9892
2020-03-04 13:56, 9404
2020-03-03 14:50, 9887
2020-03-01 16:05, 9886
2020-02-27 21:02, 9885
2020-02-26 23:00, 9885
2020-02-26 20:47, 9885
2020-02-26 13:52, 8623
2020-02-25 18:51, 9404
2020-02-25 14:14, 9858
2020-02-25 10:06, 9812
2020-02-24 22:48, 8623
2020-02-21 13:33, 9402
2020-02-21 13:33, 9402
2020-02-21 13:25, 9402
2020-02-21 13:17, 8621
2020-02-20 22:49, 9402
2020-02-20 13:24, 9401
2020-02-20 03:15, 9808
2020-02-19 09:22, 9814
2020-02-18 17:09, 9820
2020-02-18 13:59, 9818
2020-02-17 08:36, 9816
2020-02-14 21:46, 9400
2020-02-14 13:54, 9400
2020-02-13 20:17, 9809
2020-02-13 12:36, 9809
2020-02-13 08:59, 9809
2020-02-12 18:05, 9806
2020-02-12 03:04, 9806
2020-02-11 22:51, 8611
2020-02-11 12:59, 8609
2020-02-11 09:31, 9795
2020-02-11 01:11, 9793
2020-02-09 07:57, 9791
2020-02-08 06:44, 9791
2020-02-08 06:44, 9791
2020-02-08 06:44, 9791
2020-02-07 15:48, 9791
2020-02-06 23:24, 9784
2020-02-06 15:37, 9779
2020-02-05 14:07, 9383
2020-02-04 09:08, 9383
2020-02-03 21:01, 9793
2020-02-03 16:34, 9723
2020-02-03 09:36, 8608
2020-02-01 15:13, 9719
2020-01-30 22:34, 9719
2020-01-30 07:20, 9721
2020-01-28 17:01, 8608
2020-01-28 13:24, 8607
2020-01-28 09:50, 9710
2020-01-27 13:56, 9710
2020-01-27 11:38, 9710
2020-01-26 07:40, 9707
2020-01-25 13:23, 9707
2020-01-25 09:56, 9707
2020-01-24 13:09, 8607
2020-01-23 17:16, 9707
2020-01-23 13:50, 9704
2020-01-23 09:21, 9683
2020-01-23 07:50, 9683
2020-01-23 00:48, 9681
2020-01-22 11:45, 9675
2020-01-21 14:11, 9630
2020-01-21 10:09, 9630
2020-01-20 20:08, 9373
2020-01-20 14:08, 9376
2020-01-18 12:25, 9376
2020-01-17 11:11, 9376
2020-01-16 15:28, 9368
2020-01-16 13:44, 9402
2020-01-16 10:06, 9480
2020-01-16 07:29, 9458
2020-01-15 19:41, 9458
2020-01-15 15:09, 9382
2020-01-15 14:53, 9382
2020-01-15 14:48, 9380
2020-01-15 13:12, 8610
2020-01-15 12:35, 8608
2020-01-15 02:27, 8608
2020-01-14 10:34, 9457
2020-01-14 00:47, 9379
2020-01-13 20:05, 9452
2020-01-13 17:11, 9375
2020-01-13 16:38, 8607
2020-01-13 14:13, 9470
2020-01-13 11:00, 9475
2020-01-12 16:03, 9370
2020-01-12 10:44, 8604
2020-01-10 21:29, 9475
2020-01-10 20:40, 9472
2020-01-10 14:15, 9472
2020-01-09 08:51, 9367
2020-01-08 13:57, 9388
2020-01-08 11:15, 9365
2020-01-07 21:23, 8603
2020-01-04 10:47, 9372
2020-01-03 22:27, 9371
2020-01-03 08:40, 9359
2020-01-01 12:10, 9349
2019-12-31 08:40, 9349
2019-12-30 13:57, 9359
2019-12-28 09:03, 9357
2019-12-26 10:05, 9349
2019-12-24 09:46, 9349
2019-12-23 15:54, 9349
2019-12-23 09:04, 9348
2019-12-22 07:44, 8599
2019-12-21 15:34, 9347
2019-12-20 15:41, 9354
2019-12-20 00:52, 9354
2019-12-17 00:43, 8599
2019-12-13 19:45, 8599
2019-12-12 15:59, 9346
2019-12-12 15:46, 8599
2019-12-06 04:17, 9348
2019-12-05 16:15, 9348
2019-12-05 11:52, 8598
2019-12-05 11:33, 8598
2019-12-05 04:46, 9345
2019-12-05 02:18, 8598
2019-12-04 20:11, 9346
2019-12-04 19:57, 9346
2019-12-04 19:57, 9346
2019-12-04 19:48, 9344
2019-12-04 17:57, 8598
2019-12-04 17:53, 9346
2019-12-04 03:36, 9344
2019-12-03 11:08, 9343
2019-11-29 09:50, 8598
2019-11-28 09:57, 8597
2019-11-27 13:55, 9342
2019-11-27 10:47, 8597
2019-11-27 09:55, 8597
2019-11-27 01:35, 8597
2019-11-25 15:18, 9340
2019-11-25 15:18, 9340
2019-11-25 14:32, 8597
2019-11-25 08:49, 9337
2019-11-22 09:24, 9337
2019-11-21 13:07, 9337
2019-11-21 10:50, 9335
2019-11-20 10:48, 9335
2019-11-19 20:19, 8594
2019-11-16 06:40, 9329
2019-11-13 23:41, 8592
2019-11-13 12:19, 9328
2019-11-12 13:05, 9328
2019-11-08 14:13, 9328
2019-11-08 13:37, 9328
2019-11-07 15:39, 9328
2019-11-06 14:53, 9326
2019-11-06 07:05, 8590
2019-11-05 14:21, 8589
2019-11-05 11:05, 9313
2019-11-05 09:24, 9312
2019-11-05 08:06, 8583
2019-11-04 16:39, 9312
2019-11-04 15:35, 9312
2019-11-04 09:01, 8583
2019-11-01 13:26, 9276
2019-10-31 07:12, 9275
2019-10-29 13:19, 9273
2019-10-29 11:01, 8549
2019-10-29 11:01, 8549
2019-10-28 15:03, 9270
2019-10-28 11:24, 9270
2019-10-26 09:53, 9266
2019-10-25 08:01, 8548
2019-10-24 15:12, 8548
2019-10-24 04:06, 9261
2019-10-23 22:14, 9260
2019-10-23 07:49, 9256
2019-10-22 20:20, 9251
2019-10-22 07:40, 8543
2019-10-21 07:19, 9245
2019-10-16 15:09, 9245
2019-10-16 08:57, 8540
2019-10-15 12:48, 9240
2019-10-15 12:08, 9240
2019-10-15 06:33, 8540
2019-10-14 19:08, 9238
2019-10-14 08:34, 9238
2019-10-12 15:53, 9237
2019-10-10 12:34, 9237
2019-10-08 16:08, 9237
2019-10-03 07:27, 9237
2019-10-03 05:08, 9237
2019-10-02 21:30, 9232
2019-10-02 15:31, 8540
2019-10-02 05:08, 9213
2019-10-01 20:25, 9203
2019-10-01 13:54, 9202
2019-10-01 12:18, 9202
2019-10-01 09:39, 9202
2019-10-01 06:23, 9202
2019-09-30 09:33, 8539
2019-09-29 10:38, 9201
2019-09-29 10:19, 9201
2019-09-29 05:04, 9199
2019-09-29 05:01, 9196
2019-09-28 12:17, 8537
2019-09-27 15:00, 9196
2019-09-27 04:27, 9196
2019-09-26 23:16, 9182
2019-09-25 16:28, 8537
2019-09-24 17:28, 9163
2019-09-24 09:25, 9159
2019-09-24 07:16, 8533
2019-09-23 13:42, 9142
2019-09-23 13:11, 9142
2019-09-22 10:29, 8533
2019-09-21 19:23, 9130
2019-09-21 04:38, 9130
2019-09-20 17:20, 9105
2019-09-19 23:32, 9099
2019-09-19 06:51, 9098
2019-09-18 08:52, 9096
2019-09-16 12:23, 9092
2019-09-16 07:46, 8530
2019-09-13 17:00, 9084
2019-09-12 13:13, 9080
2019-09-09 13:22, 9082
2019-09-09 10:16, 9081
2019-09-07 09:54, 9081
2019-09-06 13:03, 8525
2019-09-06 10:12, 9080
2019-09-05 20:18, 9078
2019-09-05 16:13, 9070
2019-09-05 12:41, 8525
2019-09-05 05:10, 9070
2019-09-04 09:15, 8525
2019-09-04 01:15, 8525
2019-09-03 21:20, 8525
2019-09-03 11:45, 8522
2019-09-03 06:48, 9046
2019-09-02 03:05, 9045
2019-09-01 19:10, 9043
2019-08-31 14:44, 9043
2019-08-31 08:06, 9043
2019-08-31 08:06, 9043
2019-08-31 08:06, 9043
2019-08-31 07:29, 8516
2019-08-31 07:29, 8516
2019-08-31 04:28, 9042
2019-08-30 21:58, 9042
2019-08-30 08:52, 8508
2019-08-30 04:18, 9035
2019-08-29 11:53, 9033
2019-08-28 09:29, 9029
2019-08-27 09:11, 9009
2019-08-24 02:44, 9004
2019-08-23 21:39, 8995
2019-08-23 11:25, 8985
2019-08-22 12:53, 8983
2019-08-21 05:48, 8883
2019-08-19 16:31, 8883
2019-08-19 05:24, 8881
2019-08-17 04:34, 8477
2019-08-16 01:32, 8878
2019-08-15 15:21, 8869
2019-08-14 06:42, 8868
2019-08-13 07:21, 8473
2019-08-12 08:31, 8867
2019-08-09 07:28, 8866
2019-08-08 14:30, 8473
2019-08-08 12:02, 8472
2019-08-06 07:40, 8863
2019-08-05 21:17, 8863
2019-08-05 18:14, 8863
2019-08-05 14:43, 8863
2019-08-05 11:42, 8471
2019-08-03 14:42, 8863
2019-08-02 15:28, 8471
2019-08-02 11:34, 5950
2019-08-01 13:19, 8852
2019-08-01 09:50, 8466
2019-07-31 13:00, 8462
2019-07-31 08:31, 8835
2019-07-30 21:02, 8830
2019-07-30 14:30, 8822
2019-07-30 14:29, 8822
2019-07-30 14:29, 8822
2019-07-30 13:28, 8822
2019-07-29 21:09, 8819
2019-07-29 13:46, 8462
2019-07-29 12:34, 8462
2019-07-29 11:12, 5950
2019-07-29 09:18, 8462
2019-07-26 14:26, 8459
2019-07-26 10:08, 8814
2019-07-25 08:12, 8456
2019-07-24 12:44, 8815
2019-07-24 09:36, 8454
2019-07-24 06:06, 8809
2019-07-23 10:27, 8800
2019-07-22 13:29, 8793
2019-07-22 08:26, 8452
2019-07-19 14:44, 8791
2019-07-19 09:26, 8789
2019-07-18 16:57, 8789
2019-07-18 16:06, 8452
2019-07-18 12:27, 8778
2019-07-17 13:52, 8781
2019-07-17 09:29, 8774
2019-07-16 09:07, 8770
2019-07-15 13:05, 8767
2019-07-14 23:31, 8772
2019-07-14 18:42, 8767
2019-07-10 22:32, 8766
2019-07-10 12:19, 8449
2019-07-10 10:48, 8444
2019-07-09 19:05, 8762
2019-07-09 14:14, 8761
2019-07-08 18:07, 8443
2019-07-08 11:48, 8757
2019-07-04 16:44, 8757
2019-07-04 09:07, 8756
2019-07-03 22:52, 8440
2019-07-02 15:17, 8746
2019-07-02 10:48, 8746
2019-07-02 04:49, 8439
2019-07-01 18:02, 8439
2019-07-01 14:47, 8743
2019-06-29 22:06, 8743
2019-06-29 20:56, 8740
2019-06-29 20:23, 8740
2019-06-29 19:29, 7697
2019-06-29 04:15, 5950
2019-06-28 14:03, 8738
2019-06-27 09:22, 7697
2019-06-26 15:55, 8736
2019-06-25 15:25, 7697
2019-06-21 13:28, 8729
2019-06-20 06:45, 8729
2019-06-19 13:19, 5950
2019-06-18 22:08, 8728
2019-06-18 16:50, 8728
2019-06-17 21:45, 8728
2019-06-17 13:26, 8723
2019-06-17 12:37, 8434
2019-06-17 09:47, 8716
2019-06-16 07:47, 8425
2019-06-15 05:46, 8425
2019-06-15 01:14, 8714
2019-06-14 14:28, 8703
2019-06-14 12:43, 8701
2019-06-14 11:20, 8700
2019-06-14 11:17, 8700
2019-06-14 11:17, 8700
2019-06-14 11:09, 8423
2019-06-14 11:01, 8423
2019-06-13 15:59, 8700
2019-06-13 08:24, 8693
2019-06-12 23:36, 8690
2019-06-12 11:41, 8684
2019-06-12 00:21, 8423
2019-06-10 23:16, 8681
2019-06-08 03:55, 7697
2019-06-07 13:56, 8423
2019-06-07 11:23, 7697
2019-06-04 23:26, 8810
2019-06-04 15:57, 8810
2019-06-04 07:05, 7697
2019-06-03 11:29, 8805
2019-06-02 22:04, 8798
2019-06-01 19:49, 8798
2019-05-30 23:03, 8784
2019-05-29 21:41, 8783
2019-05-29 10:01, 8781
2019-05-29 01:18, 8778
2019-05-28 23:01, 8420
2019-05-28 21:34, 8776
2019-05-28 20:17, 8418
2019-05-28 08:00, 8774
2019-05-25 10:22, 8773
2019-05-25 07:03, 8770
2019-05-24 08:41, 8770
2019-05-22 11:35, 8769
2019-05-21 09:56, 5950
2019-05-21 08:33, 8769
2019-05-21 07:54, 8768
2019-05-20 12:49, 8767
2019-05-20 11:52, 8766
2019-05-15 08:12, 8417
2019-05-15 04:02, 8417
2019-05-14 13:43, 5950
2019-05-14 06:13, 8413
2019-05-14 06:08, 8413
2019-05-13 16:23, 8754
2019-05-13 08:27, 8751
2019-05-10 15:04, 8413
2019-05-09 16:43, 8749
2019-05-09 14:40, 8413
2019-05-09 13:33, 8748
2019-05-09 07:51, 8748
2019-05-09 07:51, 8748
2019-05-09 07:51, 8748
2019-05-09 07:10, 8413
2019-05-09 07:10, 8413
2019-05-09 06:47, 5950
2019-05-08 14:05, 8725
2019-05-06 12:59, 8413
2019-05-03 19:32, 8720
2019-05-02 07:18, 8723
2019-05-01 06:41, 8413
2019-04-30 13:34, 8720
2019-04-30 07:05, 8720
2019-04-29 13:41, 8721
2019-04-26 08:49, 7697
2019-04-25 02:45, 8413
2019-04-24 12:57, 8702
2019-04-23 19:00, 8702
2019-04-22 22:20, 8700
2019-04-19 22:11, 8694
2019-04-19 08:02, 8693
2019-04-18 11:19, 8685
2019-04-17 13:32, 8681
2019-04-17 09:57, 8673
2019-04-16 14:47, 8401
2019-04-16 08:12, 8668
2019-04-15 23:38, 8669
2019-04-15 19:50, 8666
2019-04-15 13:26, 8398
2019-04-12 19:24, 8664
2019-04-11 12:31, 8643
2019-04-11 10:38, 8643
2019-04-09 10:21, 8641
2019-04-06 19:32, 8632
2019-04-05 06:45, 8630
2019-04-04 13:40, 8620
2019-04-04 03:34, 8617
2019-04-03 21:25, 8616
2019-04-03 13:40, 8616
2019-04-03 11:13, 8616
2019-04-03 10:38, 7697
2019-04-03 08:52, 8616
2019-04-03 08:07, 8395
2019-04-03 07:03, 8615
2019-04-02 22:58, 8615
2019-04-02 18:49, 8395
2019-04-02 14:49, 8615
2019-04-02 11:47, 8625
2019-04-02 09:27, 8395
2019-04-02 08:34, 8395
2019-04-01 13:08, 8390
2019-03-31 17:38, 8390
2019-03-29 16:48, 8620
2019-03-29 14:58, 8609
2019-03-29 13:15, 7696
2019-03-29 12:36, 8389
2019-03-29 12:27, 7696
2019-03-29 11:13, 8389
2019-03-29 09:46, 8606
2019-03-28 15:55, 7695
