,commit_hash,file_path,filename,reason,change,line
0,439d386e767396b86c6e6399bc16b5234e3370ee,plugin/trino-iceberg/src/main/java/io/trino/plugin/iceberg/IcebergModule.java,IcebergModule.java,bind\(.*\),        binder.bind(ConnectorNodePartitioningProvider.class).to(IcebergNodePartitioningProvider.class).in(Scopes.SINGLETON);,59
