,commit_hash,file_path,filename,reason,change,line
0,6c34949dd7e20d1daf4c0649d94e1885659220e5,spring/src/main/java/tk/mybatis/spring/annotation/MapperScannerRegistrar.java,MapperScannerRegistrar.java,bind\(.*\),"        BaseProperties baseProperties = SpringBootBindUtil.bind(environment, BaseProperties.class, BaseProperties.MYBATIS_PREFIX);",97
1,5230c5e97576c8fa2e4cb221c715852adcb91511,spring-boot-starter/mapper-spring-boot-autoconfigure/src/main/java/tk/mybatis/mapper/autoconfigure/MapperAutoConfiguration.java,MapperAutoConfiguration.java,bind\(.*\),"                BaseProperties properties = SpringBootBindUtil.bind(environment, BaseProperties.class, BaseProperties.MYBATIS_PREFIX);",206
2,5408b09db1b5343a7aea46dff5e61930fd80c4cd,spring/src/main/java/tk/mybatis/spring/annotation/MapperScannerRegistrar.java,MapperScannerRegistrar.java,bind\(.*\),"        BaseProperties baseProperties = SpringBootBindUtil.bind(environment, BaseProperties.class, BaseProperties.MYBATIS_PREFIX);",97
